Imaginative,How you add value,0,"<color rgb='D3613F'>Imaginatives</color> are key to innovation because you add much needed magical thinking to your work. Your thinking is imaginative, purposeful and novel - the perfect recipe for innovation."
Imaginative,How you add value,1,"Furthermore, when others are banging their head against the wall, you tap your imagination for innovative approaches that take you around, over, and through the wall."
Imaginative,How you add value,2,It takes a lot of imagination to deal with an ever-changing world where there is no precedence for action. Your imagination tackles the fast-paced world with ease helping you and your team overcome challenges.
Imaginative,How you add value,3,<color rgb='D3613F'>Imaginatives</color> push the boundaries of possibilities by re-defining the borders of reality to fit their ideas.
Imaginative,You at your peak,0,<color rgb='D3613F'>Imaginatives</color> have a vivid mind that is always running and creating new things. You are a dreamer with the ability to turn your wild thinking into real world ideas.
Imaginative,You at your peak,1,Your mind goes beyond the facts at hand and pulls from the unknown.
Imaginative,You at your peak,2,The idea of doing what's always been done bothers you when there is so much new space to explore. Novel ideas and creative approaches are always percolating in your mind.
Imaginative,You at your peak,3,Novel ideas and creative approaches are always percolating in your mind. <color rgb='D3613F'>Imaginatives</color> push the boundaries of possibilities by re-defining the borders of reality to fit their ideas.
Imaginative,Strength and style,0,Inventive
Imaginative,Strength and style,1,Visionary
Inquisitive,Strength icon,0,The Shuuk icons with names_Inquisitive.jpg
Inquisitive,Color,0,93C9E3
Inquisitive,Exercise,0,Ask
Inquisitive,Exercise,1,Follow a Frustration
Inquisitive,Action step,0,"<b>Be curious.</b> You innovate by asking, so ask more. Set yourself up for success by putting yourself in a position to ask more thought-provoking questions of others, even if you are thinking about your own business or ideas."
Inquisitive,Action step,1,"<b>Slow Down.</b> Because you never stop asking the important questions, give yourself more of a chance to harness your curiosity. Don't move so quickly to solution mode. Instead sit with a question longer, letting it percolate further. Your inquisitive nature will have more room to do its thing."
Inquisitive,Latent strength,0,"<color rgb='D3613F'>Inquisitives</color> question everything, always looking for more in-depth knowledge and broader perspectives. As a Dormant Trigger you may prefer to ask only a few questions and move to answer mode quickly. "
Inquisitive,How you add value,0,<color rgb='D3613F'>Inquisitive</color> people are great for unraveling daunting problems and opportunities. You find ways to make the complex simple. 
Inquisitive,How you add value,1,"Because you are always asking 'why' and 'how', you have a tendency to initiate new perspectives and thinking.  Not taking things at face value helps you generate innovative ideas."
Inquisitive,How you add value,2,You aren't afraid to challenge group-think and ask the questions others are too intimidated to ask.
Inquisitive,How you add value,3,"Innovation is often found in the questions, not the answers, and you spend a lot of time asking questions."
Inquisitive,You at your peak,0,"<color rgb='D3613F'>Inquisitives</color> are known for being highly curious, always seeking a richer level of knowledge and perspective. You tend to not take things at face value and prefer to look for more depth when available."
Inquisitive,You at your peak,1,"In your mind, every answer leads to ten more questions. You love being able to ask as many questions as you possibly can."
Inquisitive,You at your peak,2,"Your curious nature challenges the way things are done, often bending the rules when it's advantageous to you."
Inquisitive,You at your peak,3,"While <color rgb='D3613F'>Inquisitives</color> take in a lot of information, you make decisions based on how you perceive the combination of the facts versus on one or two facts alone."
Inquisitive,Strength and style,0,Intense
Inquisitive,Strength and style,1,Curious
Experiential,Strength icon,0,The Shuuk icons with names_Experiential.jpg
Experiential,Color,0,E8A967
Experiential,Exercise,0,Build Out
Experiential,Exercise,1,Mock It Up
Experiential,Action step,0,"<b>Get Duct Tape.</b> Don't ever miss an opportunity to see your idea in 3D. This can be as easy as drawing a picture of it or using duct tape and construction paper to build it. Working with your hands, seeing it visually and playing with it will bring you valuable, new perspectives."
Experiential,Action step,1,"<b>Set Aside Doing Time.</b> You don't learn by sitting and listening, you learn by doing. After every 'listening moment' build in time to put things into action. Don't wait! Do it immediately after so you can internalize the concept. If you have an hour meeting with ideas, put aside 30 minutes for building, doing, and trying out those ideas."
Experiential,Latent strength,0,<color rgb='D3613F'>Experiential</color> people prefer real-world wisdom over theory and like to dive right into action mode. Those with <color rgb='D3613F'>Experiential</color> as a Dormant Trigger may prefer to think or analyze a bit longer before moving into action.
Experiential,How you add value,0,"Because of your drive to bring ideas to life, you foster innovation by leaping the chasm from theory to reality."
Experiential,How you add value,1,"While many people get stuck in a state of analysis paralysis, you shift quickly to real-world action."
Experiential,How you add value,2,"While others shut down ideas before they leave paper, you push them forward, giving innovation a chance to breathe life."
Experiential,How you add value,3,"You bring a more real-world kind of innovative thinking to the table, giving ideas a greater chance of success in the long run."
Experiential,You at your peak,0,<color rgb='D3613F'>Experientials</color> think in motion. You are incredibly hands on with your work and reject the notion that you can perfect something while it's still an idea on paper.
Experiential,You at your peak,1,You prefer real-world outcomes and experiences. Your work style puts you in constant motion and there is no idea too small or big to put to the test of trial and error.
Experiential,You at your peak,2,The school of hard knocks is the real and only test of true viability. You may even reject or discount concepts based solely on theory or projections.
Experiential,You at your peak,3,"You are often overhead saying things like 'let's see how it works before we judge', or 'the real test will be when we get it out there.'"
Experiential,Strength and style,0,Action-Oriented
Experiential,Strength and style,1,Driven
Tweaker,Strength icon,0,The Shuuk icons with names_Tweaker.jpg
Tweaker,Color,0,B5BDEE
Tweaker,Exercise,0,Follow a Mutation
Tweaker,Exercise,1,Yes And
Tweaker,Action step,0,<b>Be the Advisor.</b> Because you are so good at seeing why things do and don't work - and how to change them - put yourself in more advisory roles where you can use your tweaking skills to provide valuable feedback to others.
Tweaker,Action step,1,"<b>Small Steps.</b> Instead of going for the major launch or idea push, set yourself up for success with a series of small steps. This will allow you to do your best and tweak on the fly."
Tweaker,Latent strength,0,<color rgb='D3613F'>Tweakers</color> see everything as outcomes that can be continually improved upon.As a Dormant Trigger you may see things in a more black or white manner and want to move to judgement faster.
Tweaker,How you add value,0,"People that constantly tweak avoid judging ideas as failures or successes too early, which is critical for innovation. Instead <color rgb='D3613F'>Tweakers</color> focus on incremental yet important improvements at every step of the way."
Tweaker,How you add value,1,You keep innovation alive by finding small yet important opportunities for continual improvement.
Tweaker,How you add value,2,"In many ways you are the gardener of innovation, planting idea seeds and then giving them the nourishment and time to grow into fully formed idea plants."
Tweaker,How you add value,3,"While others quit easily and early, you stick it out and tend to get those big wins because of it."
Tweaker,You at your peak,0,"For <color rgb='D3613F'>Tweakers</color>, being in flux is a state you actually prefer. To you things aren't final, just ready for improvement. You are the one asking what did and didn't work at every stage of a project."
Tweaker,You at your peak,1,"For you there is no such thing as failure or success, especially during the early stages of a project. It's more about outcomes that help you determine what to do next."
Tweaker,You at your peak,2,You reject the concept of striving for perfection (which kills innovation) and instead focus on making progress.
Tweaker,You at your peak,3,You put your ideas out there early and then tweak until you get them right. You know that hitting that big win could be one tweak away from where you are right now.
Tweaker,Strength and style,0,Transformative
Tweaker,Strength and style,1,Dynamic
Fluid,Strength icon,0,The Shuuk icons with names_Fluid.jpg
Fluid,Color,0,E2B1AF
Fluid,Exercise,0,Find the Gaps
Fluid,Exercise,1,Not To Do
Fluid,Action step,0,"<b>Remove the Rules and Create Milestones.</b> Rules confine your approach to the world. Instead of creating rules, create milestones. This way you can use the messy factor to your benefit and keep benchmarks of success."
Fluid,Action step,1,"<b>Take on an Undefined Project.</b> While structure is important to achieving success, you need at least one project with room to play. Find a project that can fit that need, challenge your mind and make sure you never get bored and unmotivated."
Fluid,Latent strength,0,<color rgb='D3613F'>Fluids</color> prefer ambiguity over structure. As your Dormant Trigger you may gravitate towards work and situations with more defined boundaries. 
Fluid,How you add value,0,"<color rgb='D3613F'>Fluids</color> navigate the ambiguity of innovation well. What others may see as too complicated and confusing, you see as clear and purposeful."
Fluid,How you add value,1,"You even throw 'ambiguity bombs' into a situation if you think it is becoming too predictable, forcing yourself and others outside their comfort zones."
Fluid,How you add value,2,"While others may shut down innovation because of its messiness, you allow it to thrive by accepting and moving with its natural twists and turns."
Fluid,How you add value,3,You have the foresight and confidence to deal with the fact that where you start and where you end look nothing alike.
Fluid,You at your peak,0,"<color rgb='D3613F'>Fluids</color> navigate constant change well. You flow in and out of undefined situations with ease and clarity. Whether consciously or subconsciously, you seek out situations where the process and outcomes are undefined."
Fluid,You at your peak,1,People that thrive in ambiguity are known for being highly adaptive and accountable -  a combination that allows you to proactively manage change and make rapid decisions.
Fluid,You at your peak,2,You prefer uncharted territory where you can create your own path for success instead of a highly structured environment where everything is specifically prescribed to you.
Fluid,You at your peak,3,"No boundaries, no problem. Boundaries and rules actually frustrate you and hinder your ability to do your work well. When presented with too many rules <color rgb='D3613F'>Fluids</color> tend to rebel and step out of bounds."
Fluid,Strength and style,0,Confident
Fluid,Strength and style,1,Agile
Instinctual,Strength icon,0,The Shuuk icons with names_Instinctual.jpg
Instinctual,Color,0,DCEBB3
Instinctual,Exercise,0,Stretch Out
Instinctual,Exercise,1,Use Your Senses
Instinctual,Action step,0,"<b>Work Backwards.</b> Don't fight your instincts. Instead, work backwards. Begin with what your gut is telling you and then use the data to either prove or disprove your gut reaction. This will help you tap your intuition and give you the rationale to explain it to others."
Instinctual,Action step,1,"<b>How do you Feel?</b> Use the language that taps your intuition, even when working analytical task. When working through something ask yourself things like 'how do I feel about this?', 'what does my gut tell me to do?' or 'If I were to guess where this is headed I would say.'"
Instinctual,Latent strength,0,"<color rgb='D3613F'>Instinctuals</color> have a very circuitous thinking process, often feeling your ideas and decisions. They trust their gut reactions, even over the facts at hand. As a dormat trigger you may question your immediate reactions or prefer to seek validation of your gut reactions before presenting them to others. "
Instinctual,How you add value,0,"Due to the <color rgb='D3613F'>Instinctuals</color> ability to connect a lot of dots, and your sixth sense for what will happen next, you are great at exploring new patterns of thinking."
Instinctual,How you add value,1,You push innovation by helping yourself and others connect the dots in new and meaningful ways.
Instinctual,How you add value,2,"You tend to be decisive because you are comfortable making quick decisions and don't feel the need to wait for all the facts to come in. In innovation, this can be the difference between moving forward and being dead in the water."
Instinctual,How you add value,3,Your quick insight ensures that innovation is always present no matter what you are doing.
Instinctual,You at your peak,0,"<color rgb='D3613F'>Instinctuals</color> go beyond the conscious left and right brained thinking to tap the intuitive part of the mind. This part of the mind moves beyond the obvious reasoning of the left and right brain functions, giving you direct perception and quick insight into things."
Instinctual,You at your peak,1,You often 'sense' or 'feel' ideas before you can rationally explain them.
Instinctual,You at your peak,2,"<color rgb='D3613F'>Instinctuals</color> have an inner-compass that guides your thinking.  While this compass may seem unexplainable to others, it is simply a matter of your ability to pull together a wide range of facts, experiences and knowledge."
Instinctual,You at your peak,3,"Your ideas and opinions are informed by a larger, more circuitous pattern of thought. Making them naturally more creative."
Instinctual,Strength and style,0,Insightful
Instinctual,Strength and style,1,Swift
Risk Taking,PS_tag,111,Tag
Collaborative,PS_tag,113,Tag
Futuristic,PS_tag,115,Tag
Imaginative,PS_tag,117,Tag
Inquisitive,PS_tag,119,Tag
Experiential,PS_tag,121,Tag
Tweaker,PS_tag,123,Tag
Fluid,PS_tag,125,Tag
Instinctual,PS_tag,127,Tag
Risk Taking,SS_tag,145,Tag
Collaborative,SS_tag,129,Tag
Futuristic,SS_tag,137,Tag
Imaginative,SS_tag,139,Tag
Inquisitive,SS_tag,141,Tag
Experiential,SS_tag,131,Tag
Tweaker,SS_tag,147,Tag
Fluid,SS_tag,133,Tag
Instinctual,SS_tag,143,Tag
Risk Taking,LS_tag,163,Tag
Collaborative,LS_tag,149,Tag
Futuristic,LS_tag,155,Tag
Imaginative,LS_tag,157,Tag
Inquisitive,LS_tag,159,Tag
Experiential,LS_tag,151,Tag
Tweaker,LS_tag,165,Tag
Fluid,LS_tag,153,Tag
Instinctual,LS_tag,161,Tag
Risk Taking,Overcoming Latent Strengths,0,"While we know that playing and leveraging your strengths is much more powerful, it is important to acknowledge your Dormant Trigger. Your Dormant Triggers is the one trigger that is the least natural for you out of the 9 triggers. It is the most inactive, asleep or may not be as natural of a strength as your two Power Triggers. In extreme cases your Dormant Trigger may hold you back or be a place where you should seek support. Here area two simple ways to ensure you are managing your Dormant Trigger."
Risk Taking,Overcoming Latent Strengths,1,"Team up with someone that has Risk Taker as their Power Trigger This can be on your team, as an advisor or even as an accountability buddy. They will push you to take the risks that may be holding you back."
Risk Taking,Overcoming Latent Strengths,2,"Practice small acts of risk taking daily. This will help you gain confidence in this area. It can be speaking up in a meeting when you are nervous, picking up the phone when you are afraid of the response or even ordering food you've never tried."
Collaborative,Overcoming Latent Strengths,0,"While we know that playing and leveraging your strengths is much more powerful, it is important to acknowledge your Dormant Trigger. Your Dormant Triggers is the one trigger that is the least natural for you out of the 9 triggers. It is the most inactive, asleep or may not be as natural of a strength as your two Power Triggers. In extreme cases your Dormant Trigger may hold you back or be a place where you should seek support. Here area two simple ways to ensure you are managing your Dormant Trigger."
Collaborative,Overcoming Latent Strengths,1,"Team up with someone that has Collaborative as their Power Trigger. This can be on your team, as an advisor, or even as your accountability buddy. Their naturally collaborative style will pull you into more connective moments with others."
Collaborative,Overcoming Latent Strengths,2,"Practice using language that is more inclusive and less demanding with others. Instead of 'this is what I'm going to do', try 'I'm considering doing this, your thoughts?' Instead of 'here is my idea, what do you think?' say 'here is my idea, how would you make it better?'"
Futuristic,Overcoming Latent Strengths,0,"While we know that playing and leveraging your strengths is much more powerful, it is important to acknowledge your Dormant Trigger. Your Dormant Triggers is the one trigger that is the least natural for you out of the 9 triggers. It is the most inactive, asleep or may not be as natural of a strength as your two Power Triggers. In extreme cases your Dormant Trigger may hold you back or be a place where you should seek support. Here area two simple ways to ensure you are managing your Dormant Trigger."
Futuristic,Overcoming Latent Strengths,1,"Team up with someone that has Futuristic as their Power Trigger. This can be on your team, as an advisor, or even as your accountability buddy. They will push you out of yesterday and today and into 'tomorrowland.' It will be uncomfortable but it will help you see 10 steps down the road."
Futuristic,Overcoming Latent Strengths,2,"Try using future driven language that gets your mind out of 'what's been done' and into 'what's possible.' Try incorporating language like 'what if', 'could it be' and 'I envision..'. Starting sentences with these phrases will propel you forward."
Imaginative,Overcoming Latent Strengths,0,"While we know that playing and leveraging your strengths is much more powerful, it is important to acknowledge your Dormant Trigger. Your Dormant Triggers is the one trigger that is the least natural for you out of the 9 triggers. It is the most inactive, asleep or may not be as natural of a strength as your two Power Triggers. In extreme cases your Dormant Trigger may hold you back or be a place where you should seek support. Here area two simple ways to ensure you are managing your Dormant Trigger."
Imaginative,Overcoming Latent Strengths,1,"Team up with someone that has Imaginative as their Power Trigger. This can be on your team, as an advisor, or even as your accountability buddy. <color rgb='D3613F'>Imaginatives</color> will automatically take your knowledge and ideas and bring the wildly creative, never been done to it."
Imaginative,Overcoming Latent Strengths,2,Create more moments that push your imagination. Try smashing seemingly random ideas together and see what you can come up with. Try smashing together your challenge with the media industry. Smash your idea and the gaming world together. Imagination thrives at the intersection of random.
Inquisitive,Overcoming Latent Strengths,0,"While we know that playing and leveraging your strengths is much more powerful, it is important to acknowledge your Dormant Trigger. Your Dormant Triggers is the one trigger that is the least natural for you out of the 9 triggers. It is the most inactive, asleep or may not be as natural of a strength as your two Power Triggers. In extreme cases your Dormant Trigger may hold you back or be a place where you should seek support. Here area two simple ways to ensure you are managing your Dormant Trigger."
Inquisitive,Overcoming Latent Strengths,1,"Team up with someone that has Inquisitive as their Power Trigger. This can be on your team, as an advisor, or even as your accountability buddy. <color rgb='D3613F'>Inquisitives</color> will help you dig deep, explore new perspectives and peel back the layers of your thinking."
Inquisitive,Overcoming Latent Strengths,2,"Push yourself to ask more questions every day. Every time you think you know the answer, ask 3 more questions. Why is that true? What is the cause of that? What else is possible?"
Experiential,Overcoming Latent Strengths,0,"While we know that playing and leveraging your strengths is much more powerful, it is important to acknowledge your Dormant Trigger. Your Dormant Triggers is the one trigger that is the least natural for you out of the 9 triggers. It is the most inactive, asleep or may not be as natural of a strength as your two Power Triggers. In extreme cases your Dormant Trigger may hold you back or be a place where you should seek support. Here area two simple ways to ensure you are managing your Dormant Trigger."
Experiential,Overcoming Latent Strengths,1,"Team up with someone that has Experiential as their Power Trigger. This can be on your team, as an advisor, or even as your accountability buddy. <color rgb='D3613F'>Experientials</color> will force you into action faster, helping you move past perfection on paper and into the real world for feedback and results."
Experiential,Overcoming Latent Strengths,2,"Build all your ideas. The first step in developing your experiential side is to build and create instead of think about your ideas and challenges. Keep a drawer of paper, pens, magazines, glue, tape and craft materials. Every time you are in 'thinking' mode, whip out your materials and build. This will push your mind from 2d to 3d thinking."
Tweaker,Overcoming Latent Strengths,0,"While we know that playing and leveraging your strengths is much more powerful, it is important to acknowledge your Dormant Trigger. Your Dormant Triggers is the one trigger that is the least natural for you out of the 9 triggers. It is the most inactive, asleep or may not be as natural of a strength as your two Power Triggers. In extreme cases your Dormant Trigger may hold you back or be a place where you should seek support. Here area two simple ways to ensure you are managing your Dormant Trigger."
Tweaker,Overcoming Latent Strengths,1,"Team up with someone that has Tweaker as their Power Trigger. This can be on your team, as an advisor, or even as your accountability buddy. <color rgb='D3613F'>Tweakers</color> can help you understand what's working and what's not so you can focus on what's going to drive success. Furthermore, <color rgb='D3613F'>Tweakers</color> will help you shift your mindset from success and failure to outcomes, minimized discouragement and increasing momentum."
Tweaker,Overcoming Latent Strengths,2,Get into the mindset of tweaking by keeping a debrief sheet at hand for everything you do. On this sheet ask yourself 3 simple questions. What worked about this? What didn't work? What should I change to get a better outcome? Use that as your guidepost for constantly evolving your work and getting into the Tweaker mindset.
Fluid,Overcoming Latent Strengths,0,"While we know that playing and leveraging your strengths is much more powerful, it is important to acknowledge your Dormant Trigger. Your Dormant Triggers is the one trigger that is the least natural for you out of the 9 triggers. It is the most inactive, asleep or may not be as natural of a strength as your two Power Triggers. In extreme cases your Dormant Trigger may hold you back or be a place where you should seek support. Here area two simple ways to ensure you are managing your Dormant Trigger."
Fluid,Overcoming Latent Strengths,1,"Team up with someone that has Fluid as their Power Trigger. This can be on your team, as an advisor, or even as your accountability buddy. <color rgb='D3613F'>Fluids</color> will help you navigate the waters when things are foggy and bring things back on course where they belong. <color rgb='D3613F'>Fluids</color> will also help you see how ambiguity can add to your success."
Fluid,Overcoming Latent Strengths,2,"The next time a situation arises that seems to lack the structure or defined boundaries your prefer try shifting your perspective. Instead of thinking about the situation being out of bounds, think about expanding your boundaries to include the undefined situation. This will help you create new structures that embrace ambiguity and take advantage of the messiness of innovation."
Instinctual,Overcoming Latent Strengths,0,"While we know that playing and leveraging your strengths is much more powerful, it is important to acknowledge your Dormant Trigger. Your Dormant Triggers is the one trigger that is the least natural for you out of the 9 triggers. It is the most inactive, asleep or may not be as natural of a strength as your two Power Triggers. In extreme cases your Dormant Trigger may hold you back or be a place where you should seek support. Here area two simple ways to ensure you are managing your Dormant Trigger."
Instinctual,Overcoming Latent Strengths,1,"Team up with someone that has Instinctual as their Power Trigger. This can be on your team, as an advisor, or even as your accountability buddy. <color rgb='D3613F'>Instinctuals</color> will force decision making, helping you seize opportunities. <color rgb='D3613F'>Instinctuals</color> will also help you trust your internal compass by giving your gut thinking validation."
Instinctual,Overcoming Latent Strengths,2,"Try using Instinctual based language. Instead of saying 'I know', try 'I feel'. Instead of 'It's my understanding', say 'it's my belief.' This type of language will open up new synapses in your mind and take you down a more instinctual path of thinking."
